CustomerID,NumPurchases,TotalSpent,AverageSpent,FirstPurchaseDate,LastPurchaseDate,DaysSinceLastPurchase
12381.0,6,1803.96,19.823736263736265,2011-08-12 09:57:00,2011-12-05 12:44:00,4
12383.0,6,1839.31,18.3931,2010-12-22 14:28:00,2011-06-08 08:02:00,184
12384.0,3,566.16,18.872,2011-08-10 11:23:00,2011-11-11 08:39:00,28
12386.0,2,401.9,40.19,2010-12-08 09:53:00,2011-01-06 12:37:00,337
12388.0,6,2780.66,27.8066,2011-01-17 11:12:00,2011-11-24 12:30:00,15
12390.0,1,549.84,17.1825,2011-09-21 09:33:00,2011-09-21 09:33:00,79
12391.0,1,460.89,4.6089,2011-11-18 12:07:00,2011-11-18 12:07:00,21
12393.0,4,1582.6000000000001,24.728125000000002,2011-01-11 09:47:00,2011-09-28 15:41:00,71
12394.0,2,1272.48,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,63
12395.0,15,2998.28,18.857106918238994,2010-12-03 16:35:00,2011-11-24 12:20:00,15
12397.0,2,2409.9,19.126190476190477,2011-07-27 14:21:00,2011-11-04 09:52:00,35
12398.0,1,1635.6599999999999,19.24305882352941,2011-10-25 10:27:00,2011-10-25 10:27:00,45
12399.0,4,1108.65,18.790677966101697,2011-03-23 09:42:00,2011-08-12 13:15:00,118
12401.0,1,84.3,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,302
12402.0,1,225.60000000000002,20.50909090909091,2011-01-20 13:49:00,2011-01-20 13:49:00,322
12403.0,2,409.7,68.28333333333333,2011-10-21 10:51:00,2011-10-21 11:00:00,49
12405.0,1,1710.39,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,148
12406.0,3,3280.75,30.377314814814813,2011-06-09 10:23:00,2011-11-17 19:22:00,21
12407.0,5,1708.12,22.18337662337662,2011-03-20 13:21:00,2011-10-21 10:11:00,49
12408.0,9,2842.57,25.155486725663717,2011-03-24 14:46:00,2011-11-07 12:30:00,32
12409.0,7,11056.93,96.99061403508772,2011-06-10 12:19:00,2011-09-22 10:38:00,78
12410.0,3,681.0799999999999,24.32428571428571,2011-02-04 10:38:00,2011-02-11 15:47:00,300
12412.0,3,1226.88,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,74
12413.0,5,694.15,17.353749999999998,2011-01-06 16:12:00,2011-10-04 09:00:00,66
12414.0,3,562.41,31.244999999999997,2011-02-02 14:51:00,2011-05-06 14:51:00,216
12415.0,26,123725.45,159.0301413881748,2011-01-06 11:12:00,2011-11-15 14:22:00,23
12417.0,12,3578.8,18.074747474747475,2010-12-17 11:51:00,2011-12-06 14:52:00,2
12418.0,1,668.58,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,112
12420.0,1,600.39,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,63
12421.0,5,806.27,17.527608695652173,2011-01-24 15:09:00,2011-11-24 09:07:00,15
12422.0,3,803.5600000000001,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,95
12423.0,9,1849.1100000000001,14.675476190476191,2010-12-21 10:54:00,2011-12-09 10:10:00,0
12424.0,2,1760.96,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,162
12425.0,1,777.2,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,77
12426.0,1,582.73,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,194
12427.0,5,708.37,20.239142857142856,2010-12-03 10:44:00,2011-11-28 10:48:00,11
12428.0,12,7877.2,26.25733333333333,2011-03-01 09:33:00,2011-11-14 08:22:00,25
12429.0,4,3750.4,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,8
12430.0,1,256.4,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,42
12431.0,18,6416.39,26.734958333333335,2010-12-01 10:03:00,2011-11-04 11:55:00,35
12432.0,5,5059.32,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,42
12433.0,7,13375.87,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,0
12434.0,4,765.19,14.170185185185186,2010-12-14 11:12:00,2011-09-16 12:38:00,84
12435.0,2,7829.89,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,79
12436.0,1,509.01,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,99
12437.0,19,4896.66,24.36149253731343,2011-01-12 14:13:00,2011-12-08 11:35:00,1
12438.0,2,2906.85,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,13
12441.0,1,173.55,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,366
12442.0,1,172.06,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,2
12444.0,5,5005.46,28.27943502824859,2011-06-21 14:00:00,2011-11-18 13:23:00,20
12445.0,1,133.4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,21
12446.0,1,1002.3100000000001,17.281206896551726,2011-10-13 12:50:00,2011-10-13 12:50:00,57
12447.0,1,476.49,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,242
12448.0,1,449.45,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,43
12449.0,4,4067.29,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,21
12450.0,2,197.88,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,155
12451.0,6,8933.52,25.164845070422537,2011-01-19 09:05:00,2011-11-29 08:40:00,10
12452.0,3,428.57,18.633478260869566,2011-11-23 08:05:00,2011-11-23 10:28:00,16
12453.0,1,707.09,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,133
12454.0,2,5.684341886080802e-14,1.8947806286936005e-15,2011-10-14 17:13:00,2011-10-17 15:07:00,52
12455.0,6,2466.86,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,72
12456.0,4,3153.89,24.44875968992248,2011-03-30 09:12:00,2011-10-26 14:41:00,43
12457.0,12,1917.78,28.20264705882353,2011-04-14 18:57:00,2011-10-12 13:46:00,57
12458.0,2,947.4,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,70
12461.0,2,826.88,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,93
12462.0,4,1124.01,15.61125,2011-02-09 14:44:00,2011-12-07 14:02:00,1
12463.0,7,1303.63,14.813977272727273,2011-04-12 12:47:00,2011-10-24 13:43:00,45
12464.0,8,1212.05,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,9
12465.0,3,733.89,14.39,2011-06-23 13:37:00,2011-12-02 11:34:00,7
12468.0,3,724.04,18.101,2011-01-27 13:29:00,2011-07-19 13:42:00,142
12471.0,49,18740.92,35.29363465160075,2010-12-02 10:37:00,2011-12-07 15:43:00,1
12472.0,13,6229.48,15.932173913043478,2010-12-01 14:33:00,2011-11-09 11:33:00,30
12473.0,9,2848.23,15.911899441340783,2011-06-01 10:15:00,2011-11-10 13:48:00,28
12474.0,30,7116.47,15.572144420131291,2010-12-06 12:00:00,2011-11-22 14:39:00,16
12475.0,1,723.38,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,53
12476.0,20,6546.58,24.797651515151514,2010-12-13 14:37:00,2011-12-08 14:08:00,0
12477.0,9,13117.01,42.58769480519481,2011-02-01 11:09:00,2011-11-17 09:51:00,22
12478.0,1,680.99,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,3
12479.0,3,477.3,13.637142857142857,2011-11-28 13:26:00,2011-12-06 09:25:00,3
12480.0,4,3281.63,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,27
12481.0,11,5590.86,25.646146788990823,2010-12-09 10:13:00,2011-11-17 08:29:00,22
12483.0,13,2327.13,28.73,2011-01-04 14:20:00,2011-11-22 17:03:00,16
12484.0,8,4495.27,12.843628571428573,2011-01-07 14:04:00,2011-11-07 11:37:00,32
12488.0,3,1298.66,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,9
12489.0,1,334.93,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,335
12490.0,10,5417.93,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,4
12491.0,1,460.40000000000003,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,38
12492.0,2,263.21000000000004,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,62
12493.0,3,416.79,18.121304347826086,2011-05-26 14:53:00,2011-06-27 10:17:00,165
12494.0,13,1139.3500000000001,13.563690476190478,2010-12-09 11:31:00,2011-11-30 09:21:00,9
12497.0,1,1043.1,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,81
12498.0,3,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,20
12500.0,13,4206.2699999999995,64.71184615384615,2011-01-10 09:48:00,2011-11-16 16:20:00,22
12501.0,2,2089.68,13.0605,2011-01-07 12:28:00,2011-01-28 13:54:00,314
12502.0,5,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,95
12503.0,1,-1126.0,-1126.0,2011-01-06 11:51:00,2011-01-06 11:51:00,337
12504.0,4,114.0,7.6,2011-11-09 14:56:00,2011-11-21 16:02:00,17
12505.0,1,-4.5,-4.5,2011-02-11 13:39:00,2011-02-11 13:39:00,300
12506.0,1,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,232
12507.0,4,1258.06,54.69826086956522,2011-02-14 09:24:00,2011-07-28 17:09:00,133
12508.0,2,398.27,5.772028985507246,2011-11-10 16:27:00,2011-11-13 15:37:00,25
12509.0,1,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,283
12510.0,2,982.5699999999999,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,142
12512.0,2,138.03,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,65
12513.0,2,586.79,16.299722222222222,2011-08-19 10:51:00,2011-09-16 12:45:00,84
12514.0,1,1017.6800000000001,19.95450980392157,2011-03-17 16:38:00,2011-03-17 16:38:00,266
12515.0,1,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,352
12516.0,2,1312.06,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,77
12517.0,6,2464.89,8.618496503496504,2011-06-02 15:13:00,2011-11-11 14:04:00,27
12518.0,5,2056.89,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,0
12519.0,1,340.84000000000003,18.935555555555556,2011-10-07 09:26:00,2011-10-07 09:26:00,63
12520.0,6,2582.5099999999998,16.661354838709677,2011-03-11 11:35:00,2011-09-21 15:23:00,78
12521.0,1,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,142
12522.0,2,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,38
12523.0,13,1745.57,15.868818181818181,2011-01-12 09:43:00,2011-12-08 11:46:00,1
12524.0,8,4485.72,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,8
12526.0,3,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,0
12527.0,3,348.71000000000004,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,81
12528.0,8,1922.28,20.234526315789473,2011-01-31 09:05:00,2011-11-30 14:40:00,8
12530.0,5,1623.63,23.876911764705884,2011-01-07 10:04:00,2011-10-11 12:34:00,59
12531.0,1,125.22,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,14
12532.0,1,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,29
12534.0,1,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,130
12535.0,2,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,91
12536.0,5,4106.82,15.043296703296702,2011-10-11 14:52:00,2011-12-02 12:43:00,7
12538.0,1,363.95,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,28
12539.0,5,3852.5,14.06021897810219,2011-01-10 09:11:00,2011-11-17 13:30:00,21
12540.0,19,13309.039999999999,27.669521829521827,2010-12-13 09:39:00,2011-11-20 11:31:00,19
12541.0,3,981.18,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,29
12544.0,2,355.7,17.785,2011-11-03 16:15:00,2011-11-10 11:12:00,29
12545.0,2,1000.39,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,74
12546.0,3,1141.5,16.307142857142857,2011-09-23 09:44:00,2011-10-24 12:09:00,46
12547.0,2,207.8,25.975,2011-03-04 12:46:00,2011-05-26 12:38:00,197
12548.0,1,95.19999999999999,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,165
12550.0,1,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,78
12551.0,1,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,357
12552.0,2,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,38
12553.0,14,3652.25,18.633928571428573,2011-01-14 10:42:00,2011-12-01 16:38:00,7
12556.0,2,603.71,4.989338842975207,2011-07-11 13:35:00,2011-10-20 13:06:00,49
12557.0,5,11990.960000000001,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,15
12558.0,2,1.0658141036401503e-14,4.844609562000683e-16,2011-12-02 10:41:00,2011-12-08 10:14:00,1
12559.0,3,536.21,24.37318181818182,2011-01-24 10:12:00,2011-02-02 09:49:00,310
12560.0,4,2101.39,18.93144144144144,2011-07-19 15:55:00,2011-12-04 13:54:00,4
12561.0,1,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,302
12562.0,7,3781.7400000000002,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,7
12564.0,1,456.9,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,260
12565.0,2,131.17,13.116999999999999,2011-02-24 10:34:00,2011-03-03 11:43:00,281
12566.0,2,346.7,17.335,2011-09-14 14:30:00,2011-09-28 09:57:00,72
12567.0,11,9114.94,19.686695464362852,2010-12-05 11:57:00,2011-11-17 11:02:00,22
12569.0,35,4064.9900000000002,21.282670157068065,2011-04-01 13:47:00,2011-12-07 16:24:00,1
12571.0,2,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,39
12572.0,3,1004.72,16.205161290322582,2011-10-19 08:20:00,2011-12-01 09:20:00,8
12573.0,1,160.54000000000002,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,226
12574.0,1,218.45000000000002,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,315
12576.0,6,1306.98,14.685168539325844,2011-02-08 11:31:00,2011-11-04 10:11:00,35
12577.0,4,595.4,4.022972972972973,2010-12-15 16:21:00,2011-11-04 13:28:00,34
12578.0,4,2753.36,22.944666666666667,2011-01-05 10:46:00,2011-11-18 13:30:00,20
12579.0,3,410.72,13.249032258064517,2011-09-22 17:15:00,2011-09-27 13:57:00,72
12580.0,1,415.7,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,246
12581.0,1,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,39
12582.0,2,511.36,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,238
12583.0,18,7187.34,28.634820717131475,2010-12-01 08:45:00,2011-12-07 08:07:00,2
12584.0,18,1893.95,15.031349206349207,2011-03-04 15:15:00,2011-12-06 09:35:00,3
12585.0,4,1982.81,20.441340206185565,2010-12-23 12:58:00,2011-04-19 13:39:00,233
12586.0,2,179.94000000000003,14.995000000000003,2010-12-06 09:31:00,2011-11-22 16:24:00,16
12587.0,1,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,7
12588.0,1,214.89999999999998,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,38
12589.0,2,646.68,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,28
12590.0,3,9861.38,140.87685714285712,2011-05-12 14:46:00,2011-06-02 14:25:00,189
12591.0,1,452.84999999999997,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,316
12592.0,2,437.6,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,91
12593.0,3,418.09999999999997,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,108
12594.0,11,3320.2200000000003,27.901008403361345,2011-01-21 09:52:00,2011-11-02 12:20:00,37
12596.0,2,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,50
12597.0,5,3683.13,17.21088785046729,2011-03-16 14:00:00,2011-11-20 13:33:00,18
12598.0,9,3002.68,22.57654135338346,2011-02-28 11:58:00,2011-11-30 12:18:00,9
12599.0,7,1032.58,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,28
12600.0,11,2581.04,39.70830769230769,2010-12-03 12:57:00,2011-11-11 10:29:00,28
12601.0,6,569.5600000000001,19.64,2011-01-11 10:38:00,2011-06-03 10:17:00,189
12602.0,1,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,58
12603.0,1,739.1999999999999,246.39999999999998,2011-11-18 10:42:00,2011-11-18 10:42:00,21
12604.0,2,254.18,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,78
12605.0,1,-7.5,-2.5,2010-12-09 15:41:00,2010-12-09 15:41:00,364
12607.0,2,-7.105427357601002e-15,-3.51753829584208e-17,2011-10-10 16:06:00,2011-10-12 16:17:00,57
12609.0,3,1126.85,18.78083333333333,2011-01-25 15:13:00,2011-09-22 16:34:00,77
12610.0,7,2057.99,18.54045045045045,2011-08-05 13:52:00,2011-11-17 09:34:00,22
12611.0,1,1193.32,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,51
12612.0,2,643.59,30.64714285714286,2011-09-26 15:35:00,2011-10-13 12:12:00,57
12613.0,6,3218.98,19.748343558282208,2011-03-22 15:42:00,2011-11-08 13:30:00,30
12614.0,1,315.6,15.780000000000001,2011-03-07 10:22:00,2011-03-07 10:22:00,277
12615.0,4,2291.19,21.820857142857143,2011-06-24 13:35:00,2011-12-07 15:02:00,1
12616.0,5,657.25,18.256944444444443,2011-02-15 14:17:00,2011-09-15 17:02:00,84
12617.0,1,355.53000000000003,8.465,2011-11-10 14:39:00,2011-11-10 14:39:00,28
12618.0,1,177.31,16.11909090909091,2011-11-18 11:10:00,2011-11-18 11:10:00,21
12619.0,13,3214.81,33.840105263157895,2011-03-31 13:10:00,2011-11-23 14:52:00,15
12620.0,3,1339.41,14.558804347826088,2011-05-19 12:10:00,2011-11-25 10:20:00,14
12621.0,23,13612.07,28.717447257383967,2010-12-09 10:16:00,2011-12-08 11:25:00,1
12622.0,1,180.1,16.37272727272727,2011-04-21 16:39:00,2011-04-21 16:39:00,231
12623.0,1,305.1,16.950000000000003,2011-03-08 13:50:00,2011-03-08 13:50:00,275
12624.0,2,641.13,16.87184210526316,2011-06-15 12:34:00,2011-08-25 15:04:00,105
12625.0,3,2614.32,28.72879120879121,2011-01-24 13:27:00,2011-05-12 09:54:00,211
12626.0,13,6388.35,20.808957654723127,2011-01-17 11:01:00,2011-11-16 16:06:00,22
12627.0,7,4478.53,19.47186956521739,2011-07-22 13:59:00,2011-11-29 12:07:00,10
12628.0,4,769.61,17.897906976744185,2011-10-06 09:28:00,2011-12-05 13:15:00,3
12630.0,2,1270.88,19.8575,2011-10-27 10:41:00,2011-11-30 10:48:00,9
12631.0,1,640.5,20.661290322580644,2011-10-13 13:53:00,2011-10-13 13:53:00,56
12633.0,5,2140.63,20.782815533980585,2011-02-25 08:44:00,2011-10-12 11:40:00,58
12635.0,2,1689.18,16.724554455445546,2011-07-08 08:43:00,2011-09-11 11:04:00,89
12637.0,10,5953.25,15.10977157360406,2011-01-20 10:47:00,2011-10-03 13:46:00,66
12638.0,1,671.69,17.222820512820515,2011-11-06 13:11:00,2011-11-06 13:11:00,32
12639.0,1,486.1,22.095454545454547,2011-04-15 12:48:00,2011-04-15 12:48:00,238
12640.0,3,1174.58,22.16188679245283,2011-09-19 12:01:00,2011-11-16 11:52:00,23
12641.0,1,185.9,18.59,2011-08-16 13:26:00,2011-08-16 13:26:00,114
12642.0,3,1013.26,21.558723404255318,2011-08-24 09:23:00,2011-11-14 15:03:00,24
12643.0,6,3344.64,139.35999999999999,2011-01-11 11:48:00,2011-08-03 12:56:00,127
12644.0,1,477.90999999999997,15.416451612903225,2011-08-02 10:33:00,2011-08-02 10:33:00,129
12645.0,5,1755.38,23.721351351351352,2011-01-27 13:08:00,2011-11-06 12:38:00,33
12646.0,2,1346.97,29.932666666666666,2011-10-21 12:52:00,2011-12-05 10:14:00,4
12647.0,13,3669.92,28.67125,2010-12-05 14:02:00,2011-11-17 12:56:00,21
12648.0,1,318.05,15.145238095238096,2011-07-08 11:55:00,2011-07-08 11:55:00,154
12649.0,4,603.71,18.294242424242427,2010-12-09 14:42:00,2011-08-24 14:41:00,106
12650.0,1,314.44,15.722,2011-12-06 16:34:00,2011-12-06 16:34:00,2
12651.0,1,114.0,12.666666666666666,2011-01-09 12:46:00,2011-01-09 12:46:00,334
12652.0,2,914.53,17.931960784313723,2011-01-12 15:00:00,2011-01-21 17:01:00,321
12653.0,2,2209.85,51.391860465116274,2011-02-16 10:53:00,2011-07-14 10:41:00,148
12654.0,5,601.98,15.841578947368422,2011-02-17 13:16:00,2011-11-29 10:10:00,10
12656.0,8,3982.72,30.636307692307692,2011-04-11 09:45:00,2011-11-22 13:42:00,16
12657.0,5,1152.06,20.572499999999998,2011-09-22 11:40:00,2011-11-28 15:47:00,10
12658.0,1,686.05,19.056944444444444,2011-11-21 10:22:00,2011-11-21 10:22:00,18
12659.0,1,91.68,18.336000000000002,2011-11-10 11:53:00,2011-11-10 11:53:00,29
12660.0,1,245.1,18.853846153846153,2011-11-28 13:26:00,2011-11-28 13:26:00,10
12662.0,12,3817.08,16.45293103448276,2010-12-01 13:04:00,2011-12-09 11:59:00,0
12664.0,10,4863.88,127.99684210526316,2011-01-21 11:42:00,2011-12-01 17:07:00,7
12665.0,2,61.75,15.4375,2011-01-12 09:41:00,2011-01-19 08:34:00,324
12666.0,1,-227.44,-113.72,2010-12-15 14:42:00,2010-12-15 14:42:00,358
12667.0,1,620.13,18.791818181818183,2011-10-12 17:00:00,2011-10-12 17:00:00,57
12668.0,6,3743.18,22.280833333333334,2010-12-19 12:46:00,2011-12-02 15:10:00,6
12669.0,4,1607.73,15.762058823529411,2011-03-28 10:15:00,2011-07-12 09:54:00,150
12670.0,6,2986.15,31.767553191489363,2011-04-21 10:16:00,2011-11-29 15:23:00,9
12672.0,1,225.9,22.59,2011-01-14 09:20:00,2011-01-14 09:20:00,329
12673.0,2,610.52,14.536190476190475,2011-01-17 11:46:00,2011-12-04 13:55:00,4
12674.0,7,1919.31,21.09131868131868,2011-05-16 09:10:00,2011-11-28 12:22:00,11
12676.0,6,1331.39,29.586444444444446,2011-02-01 15:41:00,2011-11-15 12:25:00,24
12678.0,13,17588.26,105.31892215568861,2010-12-21 11:00:00,2011-10-28 13:04:00,41
12679.0,9,1058.67,18.90482142857143,2011-03-01 12:26:00,2011-10-18 13:43:00,51
12680.0,4,862.81,16.592499999999998,2011-08-18 15:44:00,2011-12-09 12:50:00,0
12681.0,27,13677.59,21.172739938080497,2010-12-07 10:08:00,2011-11-25 11:35:00,14
12682.0,31,12288.22,23.406133333333333,2010-12-03 13:59:00,2011-12-06 10:00:00,3
12683.0,20,8221.09,22.710193370165747,2010-12-09 10:37:00,2011-12-05 16:31:00,3
12684.0,7,2283.63,21.748857142857144,2011-05-10 12:55:00,2011-12-02 09:53:00,7
12685.0,6,2863.08,18.236178343949042,2011-09-07 10:28:00,2011-11-11 13:46:00,27
12686.0,1,89.14,12.734285714285715,2010-12-03 09:51:00,2010-12-03 09:51:00,371
12688.0,1,4873.8099999999995,28.501812865497072,2011-08-18 08:49:00,2011-08-18 08:49:00,113
12689.0,2,1247.61,17.327916666666667,2011-08-04 10:04:00,2011-11-14 08:31:00,25
12690.0,1,389.01,24.313125,2011-05-18 09:09:00,2011-05-18 09:09:00,205
12691.0,6,1035.8,32.36875,2010-12-17 14:46:00,2011-11-11 16:49:00,27
12693.0,6,830.96,20.267317073170734,2011-01-24 12:58:00,2011-08-11 09:16:00,120
12694.0,2,869.67,23.504594594594593,2011-06-09 17:48:00,2011-09-30 13:06:00,69
12695.0,4,582.1,21.55925925925926,2011-05-13 13:15:00,2011-12-02 13:22:00,6
12697.0,5,939.02,21.83767441860465,2011-06-23 15:44:00,2011-11-18 16:17:00,20
12700.0,6,4867.99,18.029592592592593,2011-05-08 16:10:00,2011-12-02 10:49:00,7
